
Notice! No wallet available. `solana airdrop` localnet SOL after creating one

Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: G9FNosWSkYoQahqM7bzTXTNncmKdqkaLrQnuC9ff1EFp
Genesis Hash: DunuxmPX7R419LfdbFK1Px2gEap9aTwaNawUxraSTmUu
Version: 3.0.15
Shred Version: 12422
Gossip Address: 127.0.0.1:8000
TPU Address: 127.0.0.1:8003
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:00:03 | Processed Slot: 2 | Confirmed Slot: 2 | Finalized Slot: 0 | Full Snapshot Slot: - | Incremental Snapshot Slot: - | Transactions: 1 | ◎499.999995000
00:03:47 | Processed Slot: 405 | Confirmed Slot: 405 | Finalized Slot: 374 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 408 | ◎499.997990006
00:03:47 | Processed Slot: 405 | Confirmed Slot: 405 | Finalized Slot: 374 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 408 | ◎499.997990006
00:03:47 | Processed Slot: 406 | Confirmed Slot: 406 | Finalized Slot: 375 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 409 | ◎499.997985006
00:03:48 | Processed Slot: 406 | Confirmed Slot: 406 | Finalized Slot: 375 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 409 | ◎499.997985006
00:03:48 | Processed Slot: 407 | Confirmed Slot: 407 | Finalized Slot: 376 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 410 | ◎499.997980006
00:03:48 | Processed Slot: 407 | Confirmed Slot: 407 | Finalized Slot: 376 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 410 | ◎499.997980006
00:03:48 | Processed Slot: 408 | Confirmed Slot: 408 | Finalized Slot: 377 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 411 | ◎499.997975006
00:03:49 | Processed Slot: 409 | Confirmed Slot: 409 | Finalized Slot: 378 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 412 | ◎499.997970006
00:03:49 | Processed Slot: 409 | Confirmed Slot: 409 | Finalized Slot: 378 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 412 | ◎499.997970006
00:03:49 | Processed Slot: 410 | Confirmed Slot: 410 | Finalized Slot: 379 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 413 | ◎499.997965006
00:03:50 | Processed Slot: 410 | Confirmed Slot: 410 | Finalized Slot: 379 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 413 | ◎499.997965006
00:03:50 | Processed Slot: 410 | Confirmed Slot: 410 | Finalized Slot: 379 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 413 | ◎499.997965006
00:03:50 | Processed Slot: 411 | Confirmed Slot: 411 | Finalized Slot: 380 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 414 | ◎499.997960006
00:03:50 | Processed Slot: 412 | Confirmed Slot: 411 | Finalized Slot: 381 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 415 | ◎499.997960006
00:03:51 | Processed Slot: 412 | Confirmed Slot: 412 | Finalized Slot: 381 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 415 | ◎499.997955006
00:03:51 | Processed Slot: 413 | Confirmed Slot: 413 | Finalized Slot: 382 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 416 | ◎499.997950006
00:03:51 | Processed Slot: 413 | Confirmed Slot: 413 | Finalized Slot: 382 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 416 | ◎499.997950006
00:03:51 | Processed Slot: 414 | Confirmed Slot: 414 | Finalized Slot: 383 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 417 | ◎499.997945006
00:03:52 | Processed Slot: 414 | Confirmed Slot: 414 | Finalized Slot: 383 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 417 | ◎499.997945006
00:03:52 | Processed Slot: 415 | Confirmed Slot: 415 | Finalized Slot: 384 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 418 | ◎499.997940006
00:03:52 | Processed Slot: 415 | Confirmed Slot: 415 | Finalized Slot: 384 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 418 | ◎499.997940006
00:03:52 | Processed Slot: 416 | Confirmed Slot: 416 | Finalized Slot: 385 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 419 | ◎499.997935006
00:03:53 | Processed Slot: 416 | Confirmed Slot: 416 | Finalized Slot: 385 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 419 | ◎499.997935006
00:03:53 | Processed Slot: 417 | Confirmed Slot: 417 | Finalized Slot: 386 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 420 | ◎499.997930006
00:03:53 | Processed Slot: 418 | Confirmed Slot: 418 | Finalized Slot: 387 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 421 | ◎499.997925006
00:03:53 | Processed Slot: 418 | Confirmed Slot: 418 | Finalized Slot: 387 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 421 | ◎499.997925006
00:03:54 | Processed Slot: 419 | Confirmed Slot: 419 | Finalized Slot: 388 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 422 | ◎499.997920006
00:03:54 | Processed Slot: 419 | Confirmed Slot: 419 | Finalized Slot: 388 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 422 | ◎499.997920006
00:03:54 | Processed Slot: 420 | Confirmed Slot: 420 | Finalized Slot: 389 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 423 | ◎499.997915006
00:03:54 | Processed Slot: 420 | Confirmed Slot: 420 | Finalized Slot: 389 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 423 | ◎499.997915006
00:03:55 | Processed Slot: 421 | Confirmed Slot: 421 | Finalized Slot: 390 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 424 | ◎499.997910006
00:03:55 | Processed Slot: 421 | Confirmed Slot: 421 | Finalized Slot: 390 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 424 | ◎499.997910006
00:03:55 | Processed Slot: 422 | Confirmed Slot: 422 | Finalized Slot: 391 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 425 | ◎499.997905006
00:03:55 | Processed Slot: 422 | Confirmed Slot: 422 | Finalized Slot: 391 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 425 | ◎499.997905006
00:03:56 | Processed Slot: 422 | Confirmed Slot: 422 | Finalized Slot: 391 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 425 | ◎499.997905006
00:03:56 | Processed Slot: 423 | Confirmed Slot: 423 | Finalized Slot: 392 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 426 | ◎499.997900006
00:03:56 | Processed Slot: 423 | Confirmed Slot: 423 | Finalized Slot: 392 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 426 | ◎499.997900006
00:03:56 | Processed Slot: 424 | Confirmed Slot: 424 | Finalized Slot: 393 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 427 | ◎499.997895006
00:03:57 | Processed Slot: 424 | Confirmed Slot: 424 | Finalized Slot: 393 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 427 | ◎499.997895006
00:03:57 | Processed Slot: 424 | Confirmed Slot: 424 | Finalized Slot: 393 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 427 | ◎499.997895006
00:03:57 | Processed Slot: 425 | Confirmed Slot: 425 | Finalized Slot: 394 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 428 | ◎499.997890006
00:03:58 | Processed Slot: 425 | Confirmed Slot: 425 | Finalized Slot: 394 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 428 | ◎499.997890006
00:03:58 | Processed Slot: 426 | Confirmed Slot: 426 | Finalized Slot: 395 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 429 | ◎499.997885006
00:03:58 | Processed Slot: 426 | Confirmed Slot: 426 | Finalized Slot: 395 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 429 | ◎499.997885006
00:03:58 | Processed Slot: 427 | Confirmed Slot: 427 | Finalized Slot: 396 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 430 | ◎499.997880006
00:03:59 | Processed Slot: 427 | Confirmed Slot: 427 | Finalized Slot: 396 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 430 | ◎499.997880006
00:03:59 | Processed Slot: 428 | Confirmed Slot: 428 | Finalized Slot: 397 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 431 | ◎499.997875006
00:03:59 | Processed Slot: 429 | Confirmed Slot: 429 | Finalized Slot: 398 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 432 | ◎499.997870006
00:03:59 | Processed Slot: 429 | Confirmed Slot: 429 | Finalized Slot: 398 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 432 | ◎499.997870006
00:04:00 | Processed Slot: 430 | Confirmed Slot: 430 | Finalized Slot: 399 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 433 | ◎499.997865006
00:04:00 | Processed Slot: 430 | Confirmed Slot: 430 | Finalized Slot: 399 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 433 | ◎499.997865006
00:04:00 | Processed Slot: 431 | Confirmed Slot: 431 | Finalized Slot: 400 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 434 | ◎499.997860006
00:04:00 | Processed Slot: 431 | Confirmed Slot: 431 | Finalized Slot: 400 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 434 | ◎499.997860006
00:04:01 | Processed Slot: 432 | Confirmed Slot: 432 | Finalized Slot: 401 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 435 | ◎499.997855006
00:04:01 | Processed Slot: 432 | Confirmed Slot: 432 | Finalized Slot: 401 | Full Snapshot Slot: 300 | Incremental Snapshot Slot: - | Transactions: 435 | ◎499.997855006
00:04:01 | Processed Slot: 432 | Confirmed Slot: 432 | Finalized Slot: 401 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 435 | ◎499.997855006
00:04:01 | Processed Slot: 432 | Confirmed Slot: 432 | Finalized Slot: 401 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 435 | ◎499.997855006
00:04:02 | Processed Slot: 433 | Confirmed Slot: 433 | Finalized Slot: 402 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 436 | ◎499.997850006
00:04:02 | Processed Slot: 433 | Confirmed Slot: 433 | Finalized Slot: 402 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 436 | ◎499.997850006
00:04:02 | Processed Slot: 433 | Confirmed Slot: 433 | Finalized Slot: 402 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 436 | ◎499.997850006
00:04:02 | Processed Slot: 433 | Confirmed Slot: 433 | Finalized Slot: 402 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 436 | ◎499.997850006
00:04:03 | Processed Slot: 433 | Confirmed Slot: 433 | Finalized Slot: 402 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 436 | ◎499.997850006
00:04:03 | Processed Slot: 434 | Confirmed Slot: 434 | Finalized Slot: 403 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 437 | ◎499.997845006
00:04:03 | Processed Slot: 434 | Confirmed Slot: 434 | Finalized Slot: 403 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 437 | ◎499.997845006
00:04:03 | Processed Slot: 435 | Confirmed Slot: 435 | Finalized Slot: 404 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 438 | ◎499.997840006
00:04:04 | Processed Slot: 435 | Confirmed Slot: 435 | Finalized Slot: 404 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 438 | ◎499.997840006
00:04:04 | Processed Slot: 436 | Confirmed Slot: 436 | Finalized Slot: 405 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 439 | ◎499.997835006
00:04:04 | Processed Slot: 436 | Confirmed Slot: 436 | Finalized Slot: 405 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 439 | ◎499.997835006
00:04:05 | Processed Slot: 437 | Confirmed Slot: 437 | Finalized Slot: 406 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 440 | ◎499.997830006
00:04:05 | Processed Slot: 437 | Confirmed Slot: 437 | Finalized Slot: 406 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 440 | ◎499.997830006
00:04:05 | Processed Slot: 437 | Confirmed Slot: 437 | Finalized Slot: 406 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 440 | ◎499.997830006
00:04:05 | Processed Slot: 438 | Confirmed Slot: 437 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997830006
00:04:06 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:06 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:06 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:06 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:07 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:07 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:07 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:07 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:08 | Processed Slot: 438 | Confirmed Slot: 438 | Finalized Slot: 407 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 441 | ◎499.997825006
00:04:08 | Processed Slot: 439 | Confirmed Slot: 439 | Finalized Slot: 408 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 442 | ◎499.997820006
00:04:08 | Processed Slot: 439 | Confirmed Slot: 439 | Finalized Slot: 408 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 442 | ◎499.997820006
00:04:08 | Processed Slot: 439 | Confirmed Slot: 439 | Finalized Slot: 408 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 442 | ◎499.997820006
00:04:09 | Processed Slot: 440 | Confirmed Slot: 440 | Finalized Slot: 409 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 443 | ◎499.997815006
00:04:09 | Processed Slot: 440 | Confirmed Slot: 440 | Finalized Slot: 409 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 443 | ◎499.997815006
00:04:09 | Processed Slot: 440 | Confirmed Slot: 440 | Finalized Slot: 409 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 443 | ◎499.997815006
00:04:10 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:10 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:10 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:10 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:11 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:11 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:11 | Processed Slot: 441 | Confirmed Slot: 441 | Finalized Slot: 410 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 444 | ◎499.997810006
00:04:11 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:12 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:12 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:12 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:12 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:13 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:13 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:13 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:14 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:14 | Processed Slot: 442 | Confirmed Slot: 442 | Finalized Slot: 411 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 445 | ◎499.997805006
00:04:14 | Processed Slot: 443 | Confirmed Slot: 442 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997805006
00:04:14 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:15 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:15 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:15 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:15 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:16 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:16 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:16 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:16 | Processed Slot: 443 | Confirmed Slot: 443 | Finalized Slot: 412 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 446 | ◎499.997800006
00:04:17 | Processed Slot: 444 | Confirmed Slot: 444 | Finalized Slot: 413 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 447 | ◎499.997795006
00:04:17 | Processed Slot: 444 | Confirmed Slot: 444 | Finalized Slot: 413 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 447 | ◎499.997795006
00:04:17 | Processed Slot: 445 | Confirmed Slot: 445 | Finalized Slot: 414 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 448 | ◎499.997790006
00:04:17 | Processed Slot: 445 | Confirmed Slot: 445 | Finalized Slot: 414 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 448 | ◎499.997790006
00:04:18 | Processed Slot: 446 | Confirmed Slot: 446 | Finalized Slot: 415 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 449 | ◎499.997785006
00:04:18 | Processed Slot: 446 | Confirmed Slot: 446 | Finalized Slot: 415 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 449 | ◎499.997785006
00:04:18 | Processed Slot: 447 | Confirmed Slot: 447 | Finalized Slot: 416 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 450 | ◎499.997780006
00:04:18 | Processed Slot: 447 | Confirmed Slot: 447 | Finalized Slot: 416 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 450 | ◎499.997780006
00:04:19 | Processed Slot: 447 | Confirmed Slot: 447 | Finalized Slot: 416 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 450 | ◎499.997780006
00:04:19 | Processed Slot: 448 | Confirmed Slot: 448 | Finalized Slot: 417 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 451 | ◎499.997775006
00:04:19 | Processed Slot: 449 | Confirmed Slot: 448 | Finalized Slot: 418 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 452 | ◎499.997775006
00:04:20 | Processed Slot: 449 | Confirmed Slot: 449 | Finalized Slot: 418 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 452 | ◎499.997770006
00:04:20 | Processed Slot: 449 | Confirmed Slot: 449 | Finalized Slot: 418 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 452 | ◎499.997770006
00:04:20 | Processed Slot: 449 | Confirmed Slot: 449 | Finalized Slot: 418 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 452 | ◎499.997770006
00:04:20 | Processed Slot: 450 | Confirmed Slot: 450 | Finalized Slot: 419 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 453 | ◎499.997765006
00:04:21 | Processed Slot: 450 | Confirmed Slot: 450 | Finalized Slot: 419 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 453 | ◎499.997765006
00:04:21 | Processed Slot: 451 | Confirmed Slot: 451 | Finalized Slot: 420 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 454 | ◎499.997760006
00:04:21 | Processed Slot: 451 | Confirmed Slot: 451 | Finalized Slot: 420 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 454 | ◎499.997760006
00:04:21 | Processed Slot: 451 | Confirmed Slot: 451 | Finalized Slot: 420 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 454 | ◎499.997760006
00:04:22 | Processed Slot: 452 | Confirmed Slot: 452 | Finalized Slot: 421 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 455 | ◎499.997755006
00:04:22 | Processed Slot: 452 | Confirmed Slot: 452 | Finalized Slot: 421 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 455 | ◎499.997755006
00:04:22 | Processed Slot: 453 | Confirmed Slot: 453 | Finalized Slot: 422 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 456 | ◎499.997750006
00:04:22 | Processed Slot: 453 | Confirmed Slot: 453 | Finalized Slot: 422 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 456 | ◎499.997750006
00:04:23 | Processed Slot: 454 | Confirmed Slot: 454 | Finalized Slot: 423 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 457 | ◎499.997745006
00:04:23 | Processed Slot: 454 | Confirmed Slot: 454 | Finalized Slot: 423 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 457 | ◎499.997745006
00:04:23 | Processed Slot: 455 | Confirmed Slot: 455 | Finalized Slot: 424 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 458 | ◎499.997740006
00:04:24 | Processed Slot: 455 | Confirmed Slot: 455 | Finalized Slot: 424 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 458 | ◎499.997740006
00:04:24 | Processed Slot: 456 | Confirmed Slot: 455 | Finalized Slot: 425 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 459 | ◎499.997740006
00:04:24 | Processed Slot: 456 | Confirmed Slot: 456 | Finalized Slot: 425 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 459 | ◎499.997735006
00:04:24 | Processed Slot: 457 | Confirmed Slot: 456 | Finalized Slot: 426 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 460 | ◎499.997735006
00:04:25 | Processed Slot: 457 | Confirmed Slot: 457 | Finalized Slot: 426 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 460 | ◎499.997730006
00:04:25 | Processed Slot: 457 | Confirmed Slot: 457 | Finalized Slot: 426 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 460 | ◎499.997730006
00:04:25 | Processed Slot: 457 | Confirmed Slot: 457 | Finalized Slot: 426 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 460 | ◎499.997730006
00:04:25 | Processed Slot: 457 | Confirmed Slot: 457 | Finalized Slot: 426 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 460 | ◎499.997730006
00:04:26 | Processed Slot: 458 | Confirmed Slot: 458 | Finalized Slot: 427 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 461 | ◎499.997725006
